,patnum,patnum_kpss,ptype,applnum,ee_number,ee_name,ee_role,ee_role_desc,ee_country,ee_state,ee_city,backward_cites,forward_cites,grantyear,applyear
9349,10062078,10062078,utility,15181962,0,"Square, Inc.",2,United States company or corporation,US,CA,San Francisco,29,3,2018,2016
9350,10383248,10383248,utility,15988884,0,SUPER MICRO COMPUTER INC.,2,United States company or corporation,US,CA,San Jose,4,0,2019,2018
9352,9058275,9058275,utility,13157735,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,23,7,2015,2011
9355,9921913,9921913,utility,15153491,0,Dell Products L.P.,2,United States company or corporation,US,TX,Round Rock,4,0,2018,2016
9357,9376499,9376499,utility,14460353,0,"Tufts Medical Center, Inc.",2,United States company or corporation,US,MA,Boston,0,1,2016,2014
9359,10116679,10116679,utility,15984197,0,"ExtraHop Networks, Inc.",2,United States company or corporation,US,WA,Seattle,57,2,2018,2018
9360,10370899,10370899,utility,15589746,0,"Nabros Drilling Technologies USA, Inc.",2,United States company or corporation,US,TX,Houston,5,0,2019,2017
9361,10376473,10376473,utility,16042361,0,3M Innovative Properties Company,2,United States company or corporation,US,MN,St. Paul,14,0,2019,2018
9364,9047508,9047508,utility,13671220,0,Xerox Corporation,2,United States company or corporation,US,CT,Norwalk,6,3,2015,2012
9366,9094628,9094628,utility,14064161,0,Raytheon Company,2,United States company or corporation,US,MA,Waltham,1,2,2015,2013
9369,10402452,10402452,utility,14738214,0,"Amazon Technologies, Inc.",2,United States company or corporation,US,WA,Seattle,2,0,2019,2015
9385,9516716,9516716,utility,15005108,0,"LYNK LABS, INC.",2,United States company or corporation,US,IL,Elgin,2,12,2016,2016
9389,9685266,9685266,utility,14182424,0,Hamilton Sundstrand Corporation,2,United States company or corporation,US,CT,Windsor Locks,16,0,2017,2014
9395,10127086,10127086,utility,15858491,0,"Amazon Technologies, Inc.",2,United States company or corporation,US,WA,Seattle,5,0,2018,2017
9396,8815562,8815562,utility,13640815,1,Allegheny-Singer Research Institute,2,United States company or corporation,US,PA,Pittsburgh,12,4,2014,2011
9397,10063346,10063346,utility,14993311,0,Intel IP Corporation,2,United States company or corporation,US,CA,Santa Clara,0,0,2018,2016
9399,9135591,9135591,utility,14278428,0,LinkedIn Corporation,2,United States company or corporation,US,CA,Mountain View,13,5,2015,2014
9401,9734637,9734637,utility,12960898,0,"Microsoft Technology Licensing, LLC",2,United States company or corporation,US,WA,Redmond,2,0,2017,2010
9403,8266059,8266059,utility,13311706,0,"MasterCard International, Inc.",2,United States company or corporation,US,NY,Purchase,6,0,2012,2011
9410,10522199,10522199,utility,15669300,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,164,0,2019,2017
9411,8017453,8017453,utility,12748836,0,"Round Rock Research, LLC",2,United States company or corporation,US,NY,Mt. Kisco,109,0,2011,2010
9412,9042511,9042511,utility,13858479,0,"Rapiscan Systems, Inc.",2,United States company or corporation,US,CA,Torrance,135,23,2015,2013
9413,10477345,10477345,utility,15284365,0,"J2B2, LLC",2,United States company or corporation,US,IN,Leesburg,9,0,2019,2016
9415,10284371,10284371,utility,15696020,0,"Workday, Inc.",2,United States company or corporation,US,CA,Pleasanton,11,0,2019,2017
9418,10375852,10375852,utility,14688652,0,"Aquila, Inc.",2,United States company or corporation,US,NM,Albuquerque,6,0,2019,2015
9419,9764158,9764158,utility,14198793,0,The Cleveland Clinic Foundation,2,United States company or corporation,US,OH,Cleveland,4,0,2017,2014
9422,8887222,8887222,utility,13482092,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,3,1,2014,2012
9423,9996486,9996486,utility,14925638,0,SANDISK TECHNOLOGIES LLC,2,United States company or corporation,US,TX,Plano,3,1,2018,2015
9424,10267889,10267889,utility,15814016,0,Avalex Technologies Corporation,2,United States company or corporation,US,FL,Gulf Breeze,20,0,2019,2017
9425,8923801,8923801,utility,13217678,0,Avaya Inc.,2,United States company or corporation,US,NJ,Basking Ridge,0,1,2014,2011
9426,9457216,9457216,utility,14536986,0,"SPX Fitness, Inc.",2,United States company or corporation,US,CA,Burbank,29,3,2016,2014
9429,9649110,9649110,utility,14248581,0,Ethicon LLC,2,United States company or corporation,US,PR,Guaynabo,2655,289,2017,2014
9430,8555854,8555854,utility,12767531,0,Southwest Research Institute,2,United States company or corporation,US,TX,San Antonio,28,1,2013,2010
9434,8941383,8941383,utility,13287877,0,Schlumberger Technology Corporation,2,United States company or corporation,US,TX,Sugar Land,4,2,2015,2011
9435,10103571,10103571,utility,15096177,0,Alpha Technologies Inc.,2,United States company or corporation,US,WA,Bellingham,101,0,2018,2016
9438,8579218,8579218,utility,13234198,0,Emerson Electric Co.,2,United States company or corporation,US,MO,St. Louis,26,1,2013,2011
9443,8691801,8691801,utility,13550880,0,Florida Atlantic University Board of Trustees,2,United States company or corporation,US,FL,Boca Raton,4,0,2014,2012
9448,9245765,9245765,utility,13394812,0,EMPIRE TECHNOLOGY DEVELOPMENT LLC,2,United States company or corporation,US,DE,Wilmington,17,1,2016,2010
9451,8651517,8651517,utility,13628122,0,"Ford Global Technologies, LLC",2,United States company or corporation,US,MI,Dearborn,15,0,2014,2012
9452,9796513,9796513,utility,14512603,0,"Sunoco Development, Inc.",2,United States company or corporation,US,SC,Hartsville,32,0,2017,2014
9453,9652109,9652109,utility,13738992,0,"Microsoft Technology Licensing, LLC",2,United States company or corporation,US,WA,Redmond,8,1,2017,2013
9457,8612765,8612765,utility,13429396,0,"Blue Spike, LLC",2,United States company or corporation,US,FL,Sunny Isles Beach,317,3,2013,2012
9465,9565040,9565040,utility,14789398,0,The University of New Hampshire,2,United States company or corporation,US,NH,Durham,7,0,2017,2015
9466,10198262,10198262,utility,14819403,0,SONICWALL INC.,2,United States company or corporation,US,CA,Milpitas,1,0,2019,2015
9469,9177108,9177108,utility,13802339,0,"CareFusion 303, Inc.",2,United States company or corporation,US,CA,San Diego,2,0,2015,2013
9472,9375361,9375361,utility,13893658,0,The Procter & Gamble Company,2,United States company or corporation,US,OH,Cincinnati,35,5,2016,2013
9473,9817108,9817108,utility,14589783,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,16,16,2017,2015
9477,9599431,9599431,utility,13979992,0,"RM Equipment, Inc.",2,United States company or corporation,US,FL,Miami,40,3,2017,2012
9483,8346338,8346338,utility,13014910,0,"DexCom, Inc.",2,United States company or corporation,US,CA,San Diego,376,28,2013,2011
9484,9960542,9960542,utility,15644734,0,"Holland Electronics, LLC",2,United States company or corporation,US,CA,Ventura,95,3,2018,2017
9485,10448762,10448762,utility,15706214,0,KOHLER CO.,2,United States company or corporation,US,WI,Kohler,114,0,2019,2017
9487,9174067,9174067,utility,13832459,0,"Biological Illumination, LLC",2,United States company or corporation,US,FL,Melbourne,179,5,2015,2013
9488,9818822,9818822,utility,15131062,0,"WILLARD & KELSEY SOLAR GROUP, LLC",2,United States company or corporation,US,OH,Perrysburg,14,0,2017,2016
9492,9419182,9419182,utility,13344226,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,5,4,2016,2012
9497,10404072,10404072,utility,16103145,0,DYNAPOWER COMPANY LLC,2,United States company or corporation,US,VT,South Burlington,0,0,2019,2018
9498,8282051,8282051,utility,12815947,0,Honeywell International Inc.,2,United States company or corporation,US,NJ,Morristown,6,18,2012,2010
9499,9047690,9047690,utility,13444292,0,"Myriata, Inc.",2,United States company or corporation,US,CA,Walnut Creek,24,0,2015,2012
9501,9501996,9501996,utility,14038460,0,"Amazon Technologies, Inc.",2,United States company or corporation,US,WA,Seattle,2,0,2016,2013
9504,9710097,9710097,utility,12832962,0,Adobe Systems Incorporated,2,United States company or corporation,US,CA,San Jose,13,0,2017,2010
9506,9995038,9995038,utility,14736168,0,"AAR Manufacturing, Inc.",2,United States company or corporation,US,IL,Wood Dale,74,0,2018,2015
9508,10466253,10466253,utility,15681009,0,The Regents of the University of California,2,United States company or corporation,US,CA,Oakland,88,0,2019,2017
9513,9511291,9511291,utility,13918687,0,"BALLY GAMING, INC.",2,United States company or corporation,US,NV,Las Vegas,0,7,2016,2013
9518,8858089,8858089,utility,13468495,0,"OFS Fitel, LLC",2,United States company or corporation,US,GA,Norcross,2,5,2014,2012
9525,9836882,9836882,utility,15374358,0,Pictometry International Corp.,2,United States company or corporation,US,NY,Rochester,134,2,2017,2016
9526,9686791,9686791,utility,14469356,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,5,0,2017,2014
9527,8856798,8856798,utility,13278542,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,1,0,2014,2011
9530,9667130,9667130,utility,14962008,1,"STMicroelectronics, Inc.",2,United States company or corporation,US,TX,Coppell,10,0,2017,2015
9531,10220722,10220722,utility,15243393,0,"FORD GLOBAL TECHNOLOGIES, LLC",2,United States company or corporation,US,MI,Dearborn,2,1,2019,2016
9534,10262290,10262290,utility,16122476,0,"Capital One Services, LLC",2,United States company or corporation,US,VA,McLean,1,1,2019,2018
9536,10103280,10103280,utility,15486810,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,2,United States company or corporation,US,NY,Armonk,9,0,2018,2017
9538,8793942,8793942,utility,13908336,0,SunPower Corporation,2,United States company or corporation,US,CA,San Jose,34,15,2014,2013
9543,9803901,9803901,utility,13015630,0,"Uniweld Products, Inc.",2,United States company or corporation,US,FL,Fort Lauderdale,8,0,2017,2011
9544,10073426,10073426,utility,14880268,0,"ENERGYBILL.COM, LLC",2,United States company or corporation,US,TX,Lockhart,2,0,2018,2015
9547,9266812,9266812,utility,13332644,0,ExxonMobil Research and Engineering Company,2,United States company or corporation,US,NJ,Annandale,2,0,2016,2011
9550,9363275,9363275,utility,14109590,0,"Cisco Technology, Inc.",2,United States company or corporation,US,CA,San Jose,0,3,2016,2013
9552,10031479,10031479,utility,14670344,0,"OTOY, INC.",2,United States company or corporation,US,CA,Los Angeles,1,0,2018,2015
9554,8715962,8715962,utility,13577715,0,"Codexis, Inc.",2,United States company or corporation,US,CA,Redwood City,10,0,2014,2011
9561,10439248,10439248,utility,15111602,0,The Penn State Research Foundation,2,United States company or corporation,US,PA,University Park,11,0,2019,2014
9571,8894091,8894091,utility,13109171,0,Thorley Industries LLC,2,United States company or corporation,US,PA,Pittsburgh,73,2,2014,2011
9574,9412211,9412211,utility,14225269,0,"Toyota Motor Engineering & Manufacturing North America, Inc.",2,United States company or corporation,US,KY,Erlanger,11,0,2016,2014
9577,8475139,8475139,utility,12876567,0,GE-Hitachi Nuclear Energy Americas LLC,2,United States company or corporation,US,NC,Wilmington,14,3,2013,2010
9578,9501062,9501062,utility,15075830,0,SIKORSKY AIRCRAFT CORPORATION,2,United States company or corporation,US,CT,Stratford,8,0,2016,2016
9583,9348771,9348771,utility,14180807,0,"The MathWorks, Inc.",2,United States company or corporation,US,MA,Natick,9,0,2016,2014
9584,9434137,9434137,utility,12885178,0,SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,2,United States company or corporation,US,OH,Solon,18,0,2016,2010
9585,10346188,10346188,utility,14303904,0,Veritas Technologies LLC,2,United States company or corporation,US,CA,Santa Clara,1,0,2019,2014
9587,10012639,10012639,utility,15195644,0,"DYNOSENSE, CORP.",2,United States company or corporation,US,CA,San Jose,0,0,2018,2016
9589,10336768,10336768,utility,15317999,0,"Yuma Therapeutics, Inc.",2,United States company or corporation,US,MA,Cambridge,6,0,2019,2015
9592,8212900,8212900,utility,12889527,0,"Micron Technology, Inc.",2,United States company or corporation,US,ID,Boise,9,0,2012,2010
9593,10458441,10458441,utility,15494157,0,"Woodward, Inc.",2,United States company or corporation,US,CO,Fort Collins,87,0,2019,2017
9596,8707381,8707381,utility,12886769,0,Caption Colorado L.L.C.,2,United States company or corporation,US,CO,Greenwood Village,22,13,2014,2010
9597,10498030,10498030,utility,15193958,0,Intel IP Corporation,2,United States company or corporation,US,CA,Santa Clara,9,0,2019,2016
9598,8741785,8741785,utility,13658594,0,"Applied Materials, Inc.",2,United States company or corporation,US,CA,Santa Clara,8,1,2014,2012
9599,10111030,10111030,utility,14500028,0,Apple Inc.,2,United States company or corporation,US,CA,Cupertino,18,0,2018,2014
9601,8359352,8359352,utility,13349347,0,"Onlywire, LLC",2,United States company or corporation,US,IL,Chicago,1,0,2013,2012
9604,9280588,9280588,utility,14617569,0,Google Inc.,2,United States company or corporation,US,CA,Mountain View,2,0,2016,2015
9605,9280833,9280833,utility,13784974,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,4,6,2016,2013
9607,9602819,9602819,utility,13018339,0,APPLE INC.,2,United States company or corporation,US,CA,Cupertino,21,0,2017,2011
9613,10247540,10247540,utility,15702026,0,GM GLOBAL TECHNOLOGY OPERATIONS LLC,2,United States company or corporation,US,MI,Detroit,1,0,2019,2017
9620,10490715,10490715,utility,15587328,0,"Facebook Technologies, LLC",2,United States company or corporation,US,CA,Menlo Park,1,0,2019,2017
9623,8352028,8352028,utility,12767176,0,"Medtronic, Inc.",2,United States company or corporation,US,MN,Minneapolis,8,75,2013,2010
9629,10257054,10257054,utility,15857590,0,CenturyLink Intellectual Property LLC,2,United States company or corporation,US,CO,Broomfield,1,0,2019,2017
9632,10022420,10022420,utility,15438932,0,UNIVERSITY OF SOUTH FLORIDA,2,United States company or corporation,US,FL,Tampa,6,0,2018,2017
9636,10018305,10018305,utility,13750767,0,ALGAS-SDI INTERNATIONAL LLC,2,United States company or corporation,US,WA,Seattle,18,0,2018,2013
9642,9049674,9049674,utility,13266292,0,PANASONIC INTELLECTUAL PROPERTY CORPORATION OF AMERICA,2,United States company or corporation,US,CA,Torrance,0,0,2015,2010
9646,9160592,9160592,utility,13401540,0,QUALCOMM Incorporated,2,United States company or corporation,US,CA,San Diego,1,0,2015,2012
9649,9268883,9268883,utility,13445227,0,THE BOEING COMPANY,2,United States company or corporation,US,IL,Chicago,4,0,2016,2012
9652,8624110,8624110,utility,13245150,0,Southwire Company,2,United States company or corporation,US,GA,Carrollton,28,4,2014,2011
9662,9333421,9333421,utility,14182026,0,"Funkitron, Inc.",2,United States company or corporation,US,MA,Boxford,0,0,2016,2014
9663,10357997,10357997,utility,15899733,0,"ArvinMeritor Technology, LLC",2,United States company or corporation,US,MI,Troy,7,0,2019,2018
9666,9969981,9969981,utility,13036476,0,"Janssen Biotech, Inc.",2,United States company or corporation,US,PA,Horsham,80,0,2018,2011
9667,8646201,8646201,utility,12861388,0,"NextLevel Training, LLC",2,United States company or corporation,US,WA,Ferndale,9,19,2014,2010
9672,8448175,8448175,utility,12915127,0,International Business Machines Corporation,2,United States company or corporation,US,NY,Armonk,17,0,2013,2010
9674,9410996,9410996,utility,13908263,0,EATON CORPORATION,2,United States company or corporation,US,OH,Cleveland,6,0,2016,2013
9675,10357290,10357290,utility,14798749,0,"Alphatec Spine, Inc.",2,United States company or corporation,US,CA,Carlsbad,3,0,2019,2015
